Room Number,Name,VIP,Arrival,Nights,Adults/Children,Room Type,Rate Plan,Travel Agent,Market,Preferences,Owner
,"Nielsen, Victoria, Ms ",,01/01/2026 06:30,9,1/0,KGDX,OTA1,,CORN,,
,,,,,,,,,,,
,28811,,10/01/2026 18:15,RS,,KGDX,670.00EUR,,OTH,,
,,,,,,,,,,,
,5007157,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"6,540.00EUR",,,
,"Norton, Jennifer, Mrs ",,01/01/2026 10:15,5,2/0,KGDX,OPQ,Siemens Gamesa,CORL,,
,,,,,,,,,,,
,28251,,06/01/2026 09:30,RS,,KGDX,490.00EUR,,OTH,BFC,
,,,,,,,,,,,
,5007023,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,450.00EUR",,,
,"Owen, Phoebe, Ms ",,01/01/2026 08:45,7,1/0,TWSP,OPQ,Banco Bilbao Vizcaya,FIT1,,
,,,,,,,,,,,
,29073,,08/01/2026 13:30,RS,,TWSP,490.00EUR,,IBE,BFC,
,,,,,,,,,,,
,5007576,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"3,430.00EUR",,,
,"Palermo, Tiziana, Ms ",,01/01/2026 13:45,1,1/0,KGDX,CORL25,,PRMF,,
,,,,,,,,,,,
,29278,,02/01/2026 19:45,RS,,KGDX,679.00EUR,,CRS,"CRE25, DRI",
,,,,,,,,,,,
,5008069,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,679.00EUR,,,
,"Paulet, Flordelis, Ms ",,01/01/2026 09:15,6,1/0,KCST,BAREX,,CORG,,
,,,,,,,,,,,
,29822,,07/01/2026 07:15,RS,,KCST,"1,230.00EUR",,SYN,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008570,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"7,380.00EUR",,,
,"Pfeiffer, Swen, Mr ",,01/01/2026 18:45,9,1/0,KGDX,OPQ,ABN Amro HQ,PRMF,,TM
,,,,,,,,,,,
,29340,,10/01/2026 05:45,RS,,KGDX,490.00EUR,,CRS,BFC,
,,,,,,,,,,,
,5007950,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"4,410.00EUR",,,
,"Piccio, Aleandro, Mr ",,01/01/2026 07:45,8,2/0,TCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,28016,,09/01/2026 10:15,RS,,TCDX,830.00EUR,,HOT,"AID, AIP, BFC, EXE",
,,,,,,,,,,SOFB,
,5006393,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"6,640.00EUR",,,
,"Ross, Alexander, Mr ",,01/01/2026 22:45,4,2/0,TCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,29778,,05/01/2026 20:45,RS,,TCDX,830.00EUR,,SYN,"AID, AIP, BFC, EXE",
,,,,,,,,,,SM,
,5008359,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,320.00EUR",,,
,"Sal, Severino, Mr ",,01/01/2026 17:15,1,1/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,29891,,02/01/2026 13:00,RS,,KCDX,810.00EUR,,SIT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008211,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,810.00EUR,,,
,"Sheripova, Liza, Mrs ",,01/01/2026 20:15,3,2/0,KCDX,BAREX,,CORG,,
,,,,,,,,,,,
,29361,,04/01/2026 09:30,RS,,KCDX,810.00EUR,,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007896,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,430.00EUR",,,
,"Silva, Danilo, Mr ",,01/01/2026 09:45,4,2/0,KINGR,RACK,Rolex AG,CORG,GVIEW,
,,,,,,,,,,,
,29307,,05/01/2026 21:15,RS,,KINGR,"1,089.00EUR",,GDS,,
,,,,,,,,,,,
,5007727,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,356.00EUR",,,
,"Stevensson, Lars, Mr ",,01/01/2026 14:00,7,2/0,TWSP,BAR10,Banco Bilbao Vizcaya,CORL,,
,,,,,,,,,,,
,29861,,08/01/2026 14:15,RS,,TWSP,631.20EUR,,GDS,BFE,
,,,,,,,,,,,
,5008403,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"4,738.40EUR",,,
,"Symanski, Wojciech, Mr ",,01/01/2026 06:30,1,1/0,KGDX,BAR10,,PRMF,,
,,,,,,,,,,,
,29282,,02/01/2026 19:00,RS,,KGDX,631.20EUR,,CRO,BFE,
,,,,,,,,,,SM,
,5008014,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,631.20EUR,,,
,"Valsson, Gils, Mr ",,01/01/2026 16:30,10,1/0,KGSP,OTA1,Amazon Deustchland,CORL,,TM
,,,,,,,,,,,
,28230,,11/01/2026 16:30,RS,,KGSP,670.00EUR,,HOT,,
,,,,,,,,,,,
,5006569,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"7,380.00EUR",,,
,"Wiśniewski, Ziemowit, Mr ",,01/01/2026 07:45,4,2/0,KGSP,OTA1,,CORG,,
,,,,,,,,,,,
,29577,,05/01/2026 21:30,RS,,KGSP,670.00EUR,,HOT,,
,,,,,,,,,,,
,5007961,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"3,020.00EUR",,,
,"Zając, Barbara, Ms ",,01/01/2026 10:00,1,2/0,KGSP,BARAD,Exxon Mobil,FIT1,QUI,
,,,,,,,,,,,
,29825,,02/01/2026 15:00,RS,,KGSP,591.75EUR,,OTH,,
,,,,,,,,,,,
,5008494,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,591.75EUR,,,
,"Bach, Robert, Mr ",VIP,02/01/2026 23:00,8,2/0,TWDX,BAR00,Saudi Aramco,CORL,DIN,
,,,,,,,,,,,
,27960,,10/01/2026 16:30,RS,,TWDX,989.00EUR,,GDS,,
,,,,,,,,,,,
,5006304,,PRE,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"6,912.00EUR",,,
,"Barteaux, Françoise, Mrs ",OWNER,02/01/2026 22:30,3,1/0,TCDX,BAREX,,CORG,,
,,,,,,,,,,,
,29997,,05/01/2026 14:15,RS,,TCDX,830.00EUR,,SIT,"AID, AIP, BFC, EXE",
,,,,,,,,,,SPAB,
,5008265,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"2,490.00EUR",,,
,"Benediktsdóttir, Gerður, Mrs ",,02/01/2026 08:15,4,2/0,KCST,BAREX,,CORL,,
,,,,,,,,,,,
,28083,,06/01/2026 21:30,RS,,KCST,"1,230.00EUR",,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006476,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"4,920.00EUR",,,
,"Bobrov, Emmanuel, Mr ",,02/01/2026 06:45,6,2/0,TWDX,OPQ,,FIT1,,
,,,,,,,,,,,
,28636,,08/01/2026 05:45,RS,,TWDX,490.00EUR,,HOT,BFC,
,,,,,,,,,,SPAB,
,5006639,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,940.00EUR",,,
,"Brownrigg, Sean, Mr ",,02/01/2026 11:15,8,2/0,KGDX,CORL25,Amazon Austria,FIT1,,TM
,,,,,,,,,,,
,28738,,10/01/2026 23:45,RS,,KGDX,679.00EUR,,SYN,"CRE25, DRI",
,,,,,,,,,,"UPGR,HTCN",
,5007265,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"5,432.00EUR",,,
,"Correia, Kauã, Mr ",,02/01/2026 08:30,9,2/0,KINGR,BAR00,Amazon Switzerland,FIT1,,
,,,,,,,,,,,
,28781,,11/01/2026 07:00,RS,,KINGR,989.00EUR,,HOT,,
,,,,,,,,,,,
,5007373,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"7,901.00EUR",,,
,"Covillon, Nicholas, Mr ",,02/01/2026 13:45,5,1/0,TWDX,DAY,,FIT1,,
,,,,,,,,,,,
,28785,,07/01/2026 21:45,RS,,TWDX,399.00EUR,,CRO,,
,,,,,,,,,,,
,5007327,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"1,995.00EUR",,,
,"Czarnecki, Jaropełk, Mr ",,02/01/2026 15:15,2,1/0,KCST,BAREX,,CORL,,
,,,,,,,,,,,
,29227,,04/01/2026 15:00,RS,,KCST,"1,230.00EUR",,SIT,"AID, AIP, BFC, EXE",
,,,,,,,,,,SEA,
,5007337,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,460.00EUR",,,
,"Fenstermacher, Thomas, Mr ",,02/01/2026 19:15,3,2/0,KGSP,OPQ,Siemens Gamesa,CORN,,
,,,,,,,,,,,
,28792,,05/01/2026 05:15,RS,,KGSP,490.00EUR,,IBE,BFC,
,,,,,,,,,,GVIEW,
,5007545,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"1,470.00EUR",,,
,"George, Leon, Mr ",,02/01/2026 14:45,1,2/0,KGDX,OPQ,,FIT1,,
,,,,,,,,,,,
,28886,,03/01/2026 07:00,RS,,KGDX,490.00EUR,,CRO,BFC,
,,,,,,,,,,,
,5007616,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,490.00EUR,,,
,"Gomes, Livia, Ms ",,02/01/2026 17:00,10,2/0,KGDX,OTA1,Rolex AG,CORL,,
,,,,,,,,,,,
,29350,,12/01/2026 18:30,RS,,KGDX,840.00EUR,,OTH,,
,,,,,,,,,,,
,5007948,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"7,380.00EUR",,,
,"Goodwin, Callum, Mr ",,02/01/2026 22:45,2,2/0,TWDX,CORL25,Berkshire Hathaway,PRMF,,
,,,,,,,,,,,
,28995,,04/01/2026 12:15,RS,,TWDX,679.00EUR,,HOT,"CRE25, DRI",
,,,,,,,,,,,
,5007507,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,358.00EUR",,,
,"Grabowska, Johanna, Ms ",OWNER,02/01/2026 14:45,3,1/0,TCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,29719,,05/01/2026 17:00,RS,,TCDX,830.00EUR,,SYN,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007760,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"2,490.00EUR",,,
,"Guay, Arnaude, Ms ",,02/01/2026 19:15,9,2/0,KCDX,BAREX,,CORG,,
,,,,,,,,,,,
,30054,,11/01/2026 13:45,RS,,KCDX,810.00EUR,,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,KITC,
,5008579,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"7,290.00EUR",,,
,"Hawkins, Sebastian, Mr ",,02/01/2026 22:00,1,1/0,KGSP,BAR00,,CORL,SPAB,
,,,,,,,,,,,
,30107,,03/01/2026 10:45,RS,,KGSP,989.00EUR,,OTH,,
,,,,,,,,,,,
,5008496,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,989.00EUR,,,
,"Hill, Kieran, Mr ",,02/01/2026 19:00,8,1/0,KGDX,RACK,Deloitte,CORN,,TM
,,,,,,,,,,,
,27985,,10/01/2026 23:30,RS,,KGDX,889.00EUR,,SYN,,
,,,,,,,,,,,
,5006296,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"7,112.00EUR",,,
,"Inarkaevich, Batirbek, Mr ",,02/01/2026 11:00,10,2/0,TWDX,CORL25,Amazon Switzerland,FIT1,,
,,,,,,,,,,,
,28750,,12/01/2026 09:45,RS,,TWDX,679.00EUR,,GDS,"CRE25, DRI",
,,,,,,,,,,,
,5007608,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"6,790.00EUR",,,
,"Lombardo, Sante, Mr ",,02/01/2026 10:30,4,2/0,TWDX,OTA1,,CORN,2BTH,
,,,,,,,,,,,
,28833,,06/01/2026 08:00,RS,,TWDX,840.00EUR,,SIT,,
,,,,,,,,,,,
,5007431,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"3,020.00EUR",,,
,"Patel, Niamh, Ms ",,02/01/2026 22:45,1,1/0,KGSP,RACK,,CORL,,
,,,,,,,,,,,
,28980,,03/01/2026 12:15,RS,,KGSP,889.00EUR,,HOT,,
,,,,,,,,,,,
,5007358,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,889.00EUR,,,
,"Robert, Logan, Mr ",VIP,02/01/2026 09:00,6,2/0,KCST,BAREX,,CORG,,
,,,,,,,,,,,
,29296,,08/01/2026 13:00,RS,,KCST,"1,230.00EUR",,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007945,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"7,380.00EUR",,,
,"Ross, Alexander, Mr ",,02/01/2026 11:00,8,1/0,KGDX,OPQ,,FIT1,,
,,,,,,,,,,,
,29104,,10/01/2026 16:00,RS,,KGDX,490.00EUR,,CRS,BFC,
,,,,,,,,,,POW,
,5007361,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,920.00EUR",,,
,"Russo, Tranquilla, Ms ",,02/01/2026 17:00,8,2/0,TWDX,RACK,,CORN,,
,,,,,,,,,,,
,29009,,10/01/2026 08:45,RS,,TWDX,889.00EUR,,OTH,,
,,,,,,,,,,,
,5007607,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"7,112.00EUR",,,
,"Schiavone, Rodrigo, Mr ",,02/01/2026 11:15,7,1/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,28778,,09/01/2026 13:45,RS,,KCDX,810.00EUR,,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,PLA,
,5007534,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"5,670.00EUR",,,
,"Sigtryggsdóttir, Þórhildur, Ms ",,02/01/2026 08:45,5,2/0,KGDX,DAY,Grupo ACS,PRMF,,
,,,,,,,,,,,
,29300,,07/01/2026 08:15,RS,,KGDX,399.00EUR,,HOT,,
,,,,,,,,,,,
,5007991,,PRE,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"1,995.00EUR",,,
,"Taylor, Aimee, Ms ",,02/01/2026 17:45,6,2/0,TCDX,BAREX,,CORL,,
,,,,,,,,,,,
,28938,,08/01/2026 20:15,RS,,TCDX,830.00EUR,,SYN,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007195,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"4,980.00EUR",,,
,"Uvarova, Cristina, Ms ",,02/01/2026 09:15,8,2/0,KGDX,BAR00,,CORN,,
,,,,,,,,,,,
,29510,,10/01/2026 14:45,RS,,KGDX,989.00EUR,,SYN,,
,,,,,,,,,,,
,5007729,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"6,912.00EUR",,,
,"Zetticci, Diego, Mr ",,02/01/2026 09:00,9,1/0,KCDX,BAREX,,CORG,,
,,,,,,,,,,,
,28522,,11/01/2026 17:00,RS,,KCDX,810.00EUR,,SYN,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007089,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"7,290.00EUR",,,
,"Brennan, Shannon, Ms ",,03/01/2026 05:00,9,2/0,KINGR,RACK,Mercedes Benz,CORL,2BTH,
,,,,,,,,,,,
,28548,,12/01/2026 18:15,RS,,KINGR,"1,089.00EUR",,SIT,,
,,,,,,,,,,,
,5006833,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"9,801.00EUR",,,
,"Brochet, Lena, Ms ",,03/01/2026 07:15,8,2/0,KGST,BARAD,,CORL,,
,,,,,,,,,,,
,29516,,11/01/2026 18:45,RS,,KGST,966.75EUR,,CRS,,
,,,,,,,,,,,
,5008078,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"6,609.00EUR",,,
,"Cunha, Marcos, Mr ",,03/01/2026 12:45,9,2/0,KGDX,BAR10,,CORG,,
,,,,,,,,,,,
,29277,,12/01/2026 05:00,RS,,KGDX,791.20EUR,,GDS,BFE,
,,,,,,,,,,,
,5007624,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"6,160.80EUR",,,
,"Dietrich, Tobias, Mr ",,03/01/2026 16:45,2,2/0,KCST,BAREX,,FIT1,,
,,,,,,,,,,,
,29401,,05/01/2026 16:30,RS,,KCST,"1,230.00EUR",,CRO,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007722,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"2,460.00EUR",,,
,"Donald, Howard, Mr ",,03/01/2026 18:00,5,2/0,KGSP,OPQ,Austrian Airlines,FIT1,,
,,,,,,,,,,,
,28388,,08/01/2026 14:00,RS,,KGSP,490.00EUR,,SIT,BFC,
,,,,,,,,,,,
,5006653,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"2,450.00EUR",,,
,"Dubois, Peeter, Mr ",,03/01/2026 06:45,4,1/0,KCST,BAREX,,PRMF,,
,,,,,,,,,,,
,29708,,07/01/2026 20:00,RS,,KCST,"1,230.00EUR",,SIT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007755,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"4,920.00EUR",,,
,"Edments, Lauren, Ms ",,03/01/2026 05:15,6,2/0,KGSP,OTA1,Telefonica,CORN,"UPGR,KITC",
,,,,,,,,,,,
,29616,,09/01/2026 13:30,RS,,KGSP,840.00EUR,,OTH,,
,,,,,,,,,,,
,5007781,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,190.00EUR",,,
,"Fleming, Patrick, Mr ",,03/01/2026 22:45,3,2/0,KCST,BAREX,,CORG,,
,,,,,,,,,,,
,28665,,06/01/2026 14:00,RS,,KCST,"1,230.00EUR",,HOT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006706,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,690.00EUR",,,
,"Hankinson, Zachary, Mr ",,03/01/2026 08:15,1,1/0,KCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,29586,,04/01/2026 22:45,RS,,KCDX,810.00EUR,,CRO,"AID, AIP, BFC, EXE",
,,,,,,,,,,POW,
,5007689,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,810.00EUR,,,
,"Harzl, Caroline, Ms ",,03/01/2026 22:45,7,1/0,KGST,CORL25,,CORG,,
,,,,,,,,,,,
,29829,WHLCHAIR,10/01/2026 05:00,RS,,KGST,679.00EUR,,HOT,"CRE25, DRI",
,,,,,,,,,,SPAB,
,5008305,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,753.00EUR",,,
,"Hawkins, Sebastian, Mr ",,03/01/2026 11:15,6,2/0,KGDX,CORL25,Grupo ACS,CORG,,
,,,,,,,,,,,
,29589,,09/01/2026 18:30,RS,,KGDX,679.00EUR,,SYN,"CRE25, DRI",
,,,,,,,,,,LUG,
,5007997,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,074.00EUR",,,
,"Ingólfsson, Bjarni, Mr ",,03/01/2026 10:45,10,2/0,KGDX,DAY,Deloitte,CORG,,TM
,,,,,,,,,,,
,28900,,13/01/2026 21:30,RS,,KGDX,399.00EUR,,SYN,,
,,,,,,,,,,,
,5007612,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,990.00EUR",,,
,"Kowalczyk, Jarosława, Ms ",,03/01/2026 23:45,1,1/0,TWDX,BARAD,Grupo Catalana Occidente,CORN,,
,,,,,,,,,,,
,29066,,04/01/2026 06:45,RS,,TWDX,741.75EUR,,HOT,,
,,,,,,,,,,,
,5007139,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,741.75EUR,,,
,"Palermo, Tiziana, Ms ",,03/01/2026 22:45,6,1/0,KCDX,BAREX,,CORL,,
,,,,,,,,,,,
,30034,,09/01/2026 16:45,RS,,KCDX,810.00EUR,,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008568,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,860.00EUR",,,
,"Parrott, Luke, Mr ",,03/01/2026 15:00,3,1/0,KGDX,RACK,Amazon Austria,FIT1,"UPGR,HF",TM
,,,,,,,,,,,
,29472,,06/01/2026 05:00,RS,,KGDX,889.00EUR,,CRS,,
,,,,,,,,,,,
,5007947,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"2,667.00EUR",,,
,"Patel, Niamh, Ms ",,03/01/2026 16:45,1,2/0,KGDX,BARAD,Siemens Gamesa,CORN,,
,,,,,,,,,,,
,30110,,04/01/2026 10:30,RS,,KGDX,741.75EUR,,SYN,,
,,,,,,,,,,,
,5008356,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,741.75EUR,,,
,"Piccio, Renzo, Mr ",,03/01/2026 17:30,8,2/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,29649,,11/01/2026 17:30,RS,,KCDX,810.00EUR,,OTH,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007717,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"6,480.00EUR",,,
,"Pospíšil, Jiří, Mr ",,03/01/2026 18:30,5,2/0,TCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,26706,,08/01/2026 11:00,RS,,TCDX,830.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5004761,,PRE,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"4,150.00EUR",,,
,"Rowe, Finlay, Mr ",,03/01/2026 19:00,1,2/0,KCDX,BAREX,,CORG,,
,,,,,,,,,,,
,29843,,04/01/2026 12:15,RS,,KCDX,810.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,LUG,
,5008218,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,810.00EUR,,,
,"Schuhmacher, Andreas, Mr ",EXE,03/01/2026 14:45,9,2/0,KGDX,BAR10,Volkswagen AG,CORL,,
,,,,,,,,,,,
,29331,,12/01/2026 11:45,RS,,KGDX,791.20EUR,,SIT,BFE,
,,,,,,,,,,KITC,
,5007819,,PRE,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"6,160.80EUR",,,
,"Timayev, Kesira, Ms ",,03/01/2026 15:15,8,2/0,KGDX,BARAD,Grupo ACS,CORL,,
,,,,,,,,,,,
,29319,,11/01/2026 05:00,RS,,KGDX,741.75EUR,,SYN,,
,,,,,,,,,,,
,5008005,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"5,184.00EUR",,,
,"Udinese, Maia, Mrs ",,03/01/2026 09:00,8,1/0,TWDX,BAR00,,CORG,,
,,,,,,,,,,,
,29314,,11/01/2026 23:45,RS,,TWDX,989.00EUR,,CRS,,
,,,,,,,,,,,
,5007922,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"6,912.00EUR",,,
,"Vedzizhev, Malkh, Dear Dr ",,03/01/2026 19:00,3,1/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,30062,,06/01/2026 11:30,RS,,KCDX,810.00EUR,,CRO,"AID, AIP, BFC, EXE",
,,,,,,,,,,SOFL,
,5008464,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,430.00EUR",,,
,"Vigfússon, Þórbergur, Mr ",,03/01/2026 13:15,4,1/0,KGDX,BARAD,Accenture,CORG,UPGR,
,,,,,,,,,,,
,29265,,07/01/2026 20:30,RS,,KGDX,741.75EUR,,SIT,,
,,,,,,,,,,,
,5007828,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,517.00EUR",,,
,"Weiß, Philipp, Mr ",,03/01/2026 05:45,10,2/0,KGDX,RACK,,PRMF,,
,,,,,,,,,,,
,28581,,13/01/2026 08:15,RS,,KGDX,889.00EUR,,SIT,,
,,,,,,,,,,,
,5007092,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"8,890.00EUR",,,
,"Alves, Aline, Ms ",OWNER,04/01/2026 05:45,3,2/0,KINGR,BAR10,Deloitte,CORG,,TM
,,,,,,,,,,,
,30073,,07/01/2026 18:15,RS,,KINGR,631.20EUR,,SIT,BFE,
,,,,,,,,,,,
,5008355,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,893.60EUR",,,
,"Aslakhanov, Alpatu, Ms ",,04/01/2026 20:30,3,1/0,KCDX,BAREX,,CORG,,
,,,,,,,,,,,
,29908,,07/01/2026 10:15,RS,,KCDX,810.00EUR,,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008466,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"2,430.00EUR",,,
,"Baumgartner, Monika, Ms ",,04/01/2026 13:45,10,2/0,KCDX,BAREX,,CORN,,
,,,,,,,,,,,
,29611,,14/01/2026 14:15,RS,,KCDX,810.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,SOFL,
,5008048,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"8,100.00EUR",,,
,"Borgarsson, Þórður, Mr ",,04/01/2026 11:45,6,2/0,KGDX,BAR00,,CORG,,
,,,,,,,,,,,
,28913,,10/01/2026 12:45,RS,,KGDX,789.00EUR,,IBE,,
,,,,,,,,,,,
,5007525,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"4,934.00EUR",,,
,"Boxer, Mason, Mr ",,04/01/2026 17:30,6,1/0,KGDX,OTA1,,CORG,,
,,,,,,,,,,,
,29061,,10/01/2026 13:45,RS,,KGDX,670.00EUR,,SYN,,
,,,,,,,,,,,
,5007162,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"4,190.00EUR",,,
,"Bull, Kyle, Mr ",COR,04/01/2026 12:45,7,1/0,KGDX,BARAD,Telefonica,FIT1,UPGR,
,,,,,,,,,,,
,28112,,11/01/2026 20:45,RS,,KGDX,591.75EUR,,IBE,,
,,,,,,,,,,,
,5006427,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"4,442.25EUR",,,
,"Carr, Mariam, Dear Dr ",,04/01/2026 15:30,9,1/0,KINGR,CORL25,Apple Incorporated Spain,CORN,,TM
